나타, 49, 170
사아, 63, 149
다파, 49, 141
타가, 93, 175
나나, 55, 189
사가, 99, 164
나파, 52, 180
가라, 86, 155
바카, 95, 142
라타, 57, 151
하사, 55, 167
라자, 83, 182
마자, 97, 176
다사, 82, 156
카아, 55, 148
카아, 65, 186
나마, 72, 155
사자, 41, 177
가자, 74, 174
바자, 48, 143
타파, 57, 176
사아, 42, 153
가차, 48, 171
자하, 93, 157
파마, 70, 147
라타, 56, 145
가나, 61, 149
자아, 46, 156
마가, 96, 167
하가, 43, 141
하카, 99, 140
타아, 58, 174
바자, 46, 166
카라, 80, 187
나가, 95, 144
자라, 97, 188
바바, 44, 155
사하, 43, 141
사마, 47, 150
자바, 87, 188
다자, 98, 168
마마, 52, 145
차카, 69, 160
파하, 43, 172
가하, 90, 167
아아, 94, 148
하사, 89, 171
자나, 86, 144
다사, 90, 167
차자, 75, 188
다차, 75, 181
다마, 72, 186
자바, 96, 148
다가, 96, 154
가나, 66, 140
카바, 95, 141
다카, 65, 144
자차, 72, 165
카사, 96, 164
가라, 76, 180
바사, 75, 165
카바, 80, 164
바라, 47, 165
가하, 60, 157
라아, 79, 143
가하, 64, 167
라아, 57, 140
사가, 48, 182
카하, 94, 187
아자, 84, 171
타하, 67, 158
마하, 55, 172
아다, 79, 158
타아, 41, 153
다자, 90, 168
가차, 47, 155
타다, 93, 172
가가, 47, 156
바나, 93, 157
나파, 76, 175
마타, 54, 140
파사, 63, 141
마파, 48, 150
차하, 93, 159
바바, 70, 177
라카, 70, 174
가다, 77, 161
타카, 53, 181
사타, 91, 182
가마, 57, 159
타파, 59, 146
카가, 60, 159
자바, 51, 146
마파, 95, 150
라하, 60, 177
가파, 55, 144
바바, 48, 173
사카, 55, 141
카바, 68, 162
라자, 89, 184
사카, 46, 141
라타, 69, 181
하라, 85, 147
가자, 81, 151
파다, 70, 183
가가, 79, 147
라라, 85, 145
마차, 67, 153
차라, 57, 180
타하, 64, 180
타마, 99, 178
하타, 49, 174
라타, 60, 178
타아, 89, 172
바나, 45, 151
다가, 75, 159
파하, 86, 172
가바, 99, 140
하파, 96, 184
바자, 80, 180
다사, 70, 140
사바, 75, 156
자차, 52, 150
라나, 92, 155
타바, 78, 144
타바, 96, 171
카타, 76, 172
카하, 61, 161
카타, 97, 187
사하, 64, 166
파카, 42, 180
나하, 78, 159
다카, 71, 175
라아, 42, 176
차나, 58, 183
타자, 88, 153
아가, 49, 180
사라, 76, 185
자하, 51, 154
다다, 68, 145
다자, 81, 146
마타, 83, 189
타마, 40, 189
사타, 53, 172
사다, 95, 157
하다, 50, 168
다하, 70, 165
마나, 43, 162
바나, 68, 176
라사, 98, 163
다마, 79, 188
아사, 83, 163
마하, 50, 180
사자, 47, 174
가다, 49, 156
가파, 52, 165
가카, 71, 167
카마, 89, 147
나하, 70, 189
타타, 57, 173
마차, 57, 176
다아, 90, 154
카가, 92, 175
타하, 84, 149
가마, 67, 160
라가, 77, 179
타나, 63, 182
나자, 82, 185
하나, 83, 171
마다, 93, 149
자타, 60, 164
나라, 89, 147
하다, 62, 151
사파, 45, 157
라사, 53, 145
나파, 87, 188
다바, 72, 142
차아, 45, 141
하아, 44, 177
나나, 72, 169
파마, 86, 164
마다, 74, 169
마파, 61, 170
차나, 75, 176
가사, 87, 148
가다, 57, 151
마나, 56, 153
나파, 73, 176
라라, 57, 182
다하, 62, 146
마자, 43, 189
사카, 61, 182
다하, 54, 174
가아, 83, 148
라바, 53, 166
차마, 93, 187
사다, 89, 179
차차, 88, 185
자파, 41, 145
사나, 53, 182
바다, 90, 180
가사, 48, 178
카가, 63, 140
카라, 73, 176
가다, 43, 155
차아, 92, 175
하사, 60, 158
타나, 89, 160
파하, 86, 140
라마, 71, 181
차사, 67, 180
타자, 66, 171
나사, 46, 180
마자, 55, 189
자바, 54, 183
다타, 62, 153
나마, 46, 186
마자, 96, 183
나바, 84, 176
차가, 80, 176
타카, 54, 146
자나, 86, 160
사가, 99, 176
차파, 90, 140
라아, 49, 147
아마, 54, 155
다바, 76, 177
카사, 71, 158
마자, 73, 188
카가, 50, 150
카마, 51, 183
마사, 51, 167
차타, 67, 168
자타, 40, 169
하파, 84, 140
타카, 49, 164
바사, 99, 177
타아, 79, 150
나가, 64, 179
나다, 83, 162
차사, 97, 153
파자, 94, 160
사나, 74, 166
타라, 88, 167
자바, 48, 166
가파, 94, 179
차나, 91, 178
바라, 93, 146
아타, 89, 143
차마, 75, 183
파타, 67, 178
카가, 73, 175
하파, 92, 160
타카, 58, 152
카가, 84, 141
자하, 71, 169
타바, 56, 152
다다, 42, 156
다타, 99, 169
나라, 56, 185
파카, 92, 150
아하, 46, 189
차바, 47, 156
라나, 78, 151
타나, 83, 181
카라, 92, 178
가나, 52, 163
바타, 91, 165
하나, 66, 152
마자, 65, 156
마자, 69, 152
타나, 86, 161
카하, 40, 166
하타, 56, 157
타마, 72, 150
차아, 51, 145
라사, 80, 183
자차, 48, 141
가다, 45, 184
차바, 70, 181
바아, 40, 162
바타, 83, 163
라카, 55, 180
아차, 70, 166
자파, 91, 152
타하, 84, 150
나가, 88, 170
다사, 57, 185
다하, 61, 172
마라, 97, 181
마카, 54, 185
아라, 78, 170
사아, 70, 182
가카, 90, 140
바라, 41, 166
하다, 72, 183
마카, 52, 172
가가, 61, 143
가마, 96, 141
자나, 51, 178
하라, 64, 179
타라, 42, 187
파마, 98, 185
사자, 44, 176
사라, 48, 155
카하, 72, 158
아마, 44, 187
타하, 54, 176
자바, 94, 163
나차, 76, 184
파가, 55, 147
바사, 46, 155
아아, 53, 149
자차, 86, 170
타나, 63, 144
나타, 73, 155
아카, 72, 184
라아, 89, 181
하마, 55, 176
마차, 42, 179
카카, 58, 161
차사, 58, 188
마라, 92, 167
다바, 54, 143
라다, 58, 180
타가, 76, 185
라다, 82, 166
차사, 89, 171
파파, 54, 176
파가, 61, 177
타파, 65, 168
사나, 44, 156
하타, 96, 168
차자, 43, 175
차다, 53, 162
라차, 84, 185
나아, 73, 162
사가, 84, 186
마하, 93, 161
나하, 55, 181
마사, 57, 165
가타, 57, 163
다다, 99, 145
자아, 51, 179
라바, 89, 185
마나, 56, 169
차파, 65, 161
라하, 75, 183
아가, 68, 143
아하, 67, 162
가카, 66, 166
마다, 69, 153
차카, 40, 145
나라, 55, 161
아아, 54, 168
나마, 98, 179
타가, 89, 183
사사, 81, 177
라사, 87, 142
자나, 60, 189
차가, 95, 188
나차, 43, 159
가라, 41, 151
타다, 71, 180
다하, 51, 150
자다, 99, 177
마바, 70, 147
카바, 47, 154
자타, 80, 155
카라, 76, 177
마자, 56, 179
카마, 57, 185
자타, 70, 173
파마, 76, 172
차하, 56, 174
아하, 63, 183
가카, 62, 146
하가, 57, 177
바하, 49, 169
타자, 83, 188
바하, 55, 175
다사, 64, 183
사차, 57, 172
라가, 74, 150
사가, 47, 185
나사, 80, 140
하가, 96, 171
타파, 59, 164
나하, 76, 173
자타, 78, 165
하바, 54, 155
아자, 96, 148
바타, 45, 188
바하, 82, 144
차차, 49, 153
아차, 59, 181
나가, 99, 180
파바, 47, 187
차라, 65, 166
라하, 67, 161
바하, 70, 176
차다, 69, 146
바가, 75, 147
카카, 66, 140
마다, 61, 160
자나, 61, 149
카자, 80, 162
마타, 80, 147
라다, 79, 154
카자, 91, 159
나자, 94, 143
카아, 90, 154
카차, 63, 174
사나, 76, 144
타차, 80, 168
카마, 61, 164
카타, 41, 175
파바, 64, 152
마카, 57, 143
파아, 53, 183
아하, 57, 153
나바, 60, 186
카다, 52, 151
라다, 47, 151
다차, 63, 143
나사, 67, 161
가아, 47, 184
가사, 64, 168
가파, 63, 156
하다, 76, 151
아다, 57, 184
카카, 42, 146
아마, 84, 180
카타, 79, 182
라다, 59, 162
사하, 47, 141
사바, 51, 147
마파, 97, 162
가바, 86, 156
카사, 97, 167
바차, 87, 180
사자, 91, 166
자타, 83, 156
나가, 79, 159
가다, 84, 180
차나, 40, 165
라하, 58, 157
라마, 73, 159
다차, 75, 184
바아, 87, 150
바가, 81, 189
가차, 73, 177
나나, 91, 167
라나, 94, 159
파아, 55, 162
다차, 66, 157
카사, 71, 140
가자, 88, 144
다사, 72, 175
라차, 88, 164
하마, 87, 158
차나, 70, 164
나차, 45, 150
타카, 44, 144
사차, 64, 142
카카, 81, 164
사나, 57, 171
바자, 85, 182
마아, 91, 185
라아, 51, 179
차하, 40, 140
나가, 81, 156
카다, 46, 144
타하, 99, 148
카마, 50, 147
자아, 54, 185
바다, 60, 168
다바, 87, 164
가카, 88, 176
카타, 57, 150
하타, 62, 162
아라, 88, 144
마마, 53, 163
나나, 47, 176
나파, 81, 182
타라, 64, 148
다바, 76, 172
하차, 94, 183
사나, 99, 140
사마, 49, 152
타사, 66, 147
마하, 62, 167
라차, 78, 175
카다, 66, 187
아가, 46, 146
아차, 83, 164
가카, 41, 167
나바, 67, 161
아자, 89, 175
타하, 66, 171
카다, 64, 160
아아, 91, 177
차사, 67, 145
하다, 95, 158
차바, 86, 141
바라, 67, 176
카파, 45, 150
나차, 83, 141
가카, 67, 142
라마, 52, 147
차카, 70, 166
아마, 66, 159
나자, 69, 180
다자, 81, 176
자카, 99, 173
가다, 57, 155
마나, 56, 169
나가, 45, 160
나하, 76, 144
가카, 73, 163
타하, 67, 161
자바, 54, 188
타자, 87, 140
카아, 89, 179
파타, 51, 182
나나, 83, 168
다파, 60, 180
라파, 53, 168
다다, 79, 175
아카, 91, 157
라다, 60, 165
나카, 72, 179
자마, 51, 158
파차, 58, 152
다마, 65, 187
아마, 48, 140
아자, 70, 181
마다, 50, 181
사바, 95, 168
바다, 69, 188
자카, 52, 153
차아, 82, 172
카바, 72, 171
타카, 58, 172
자카, 60, 188
사다, 52, 165
카바, 66, 178
바다, 45, 168
타다, 55, 172
다아, 74, 175
가마, 74, 188
라라, 88, 179
나타, 85, 149
다다, 49, 184
가바, 42, 160
카사, 87, 184
사아, 56, 154
나다, 61, 185
카하, 46, 175
바카, 61, 140
카라, 68, 163
바차, 49, 181
라파, 99, 167
나아, 50, 145
라사, 99, 141
사파, 40, 154
마다, 70, 144
아차, 61, 172
파차, 69, 159
마라, 97, 172
가라, 66, 162
카자, 52, 163
타차, 51, 178
나파, 44, 185
사타, 45, 150
자사, 67, 141
다나, 94, 145
가마, 88, 151
하다, 41, 178
바라, 41, 173
마하, 75, 165
마자, 48, 156
카라, 50, 160
마사, 89, 146
다타, 64, 180
하다, 93, 170
다라, 96, 180
라바, 68, 186
자다, 43, 169
나라, 48, 171
카나, 68, 150
바하, 60, 148
다바, 41, 165
라가, 96, 154
카차, 46, 170
나바, 82, 170
자하, 62, 171
라파, 53, 148
사마, 71, 164
하카, 70, 140
아사, 42, 147
바카, 51, 163
라마, 63, 173
파사, 80, 170
차나, 64, 141
가하, 66, 182
차사, 54, 167
카마, 65, 162
하다, 76, 144
바하, 40, 173
파아, 59, 142
차다, 97, 156
카가, 91, 163
카라, 95, 182
마사, 69, 149
라마, 85, 174
파카, 86, 185
바바, 68, 149
차카, 80, 153
타차, 85, 151
라라, 51, 159
아자, 91, 140
다다, 61, 161
라바, 49, 174
바다, 53, 154
하카, 98, 173
라파, 60, 176
차사, 47, 150
카파, 83, 154
라하, 90, 166
자차, 54, 140
카다, 48, 169
차나, 87, 146
타사, 58, 145
파자, 47, 155
카타, 43, 147
마파, 61, 151
카라, 84, 158
가나, 99, 176
바가, 78, 142
사바, 50, 165
마하, 44, 172
마다, 65, 189
다타, 48, 154
사마, 56, 165
바바, 89, 143
카차, 96, 186
가자, 72, 186
아사, 95, 189
자카, 42, 142
가사, 86, 189
가타, 59, 161
타나, 99, 159
나아, 79, 140
가라, 42, 182
타가, 96, 179
사차, 68, 161
바나, 80, 173
자바, 77, 173
가마, 74, 157
차바, 95, 164
카차, 63, 161
바아, 97, 152
다마, 59, 144
바가, 49, 185
아사, 90, 156
다다, 53, 168
아차, 79, 153
가차, 51, 145
라하, 96, 181
라아, 87, 183
다바, 84, 161
사파, 66, 141
차마, 73, 175
파파, 40, 164
나아, 61, 172
타차, 40, 174
아바, 65, 149
나차, 95, 173
타차, 47, 172
마다, 61, 181
차아, 41, 144
라자, 91, 183
라타, 67, 169
카가, 65, 167
자나, 45, 157
바자, 81, 161
차아, 61, 165
가마, 89, 150
사라, 60, 162
라하, 75, 147
하가, 59, 187
하자, 76, 152
바타, 64, 165
하타, 83, 147
사파, 43, 162
자파, 64, 144
다하, 66, 165
하타, 92, 184
아타, 50, 186
차타, 87, 154
차하, 51, 153
하사, 67, 179
다카, 81, 145
자자, 62, 163
자사, 56, 142
가나, 96, 142
하차, 70, 184
라차, 94, 170
아가, 56, 147
라하, 87, 141
라바, 67, 143
타다, 95, 188
자라, 51, 172
파마, 55, 154
차바, 94, 180
사가, 60, 146
사다, 79, 152
아하, 53, 170
가나, 81, 168
바바, 99, 148
사카, 88, 168
바나, 67, 189
파마, 77, 176
다하, 48, 185
라하, 93, 167
라라, 76, 173
마사, 95, 160
타바, 77, 148
타바, 46, 143
아다, 49, 141
아카, 75, 153
사라, 88, 169
타다, 97, 163
아사, 49, 140
차차, 81, 143
마마, 47, 143
가타, 90, 166
사사, 96, 179
파사, 78, 159
하다, 96, 162
나다, 79, 157
다타, 73, 146
바가, 98, 147
다사, 67, 170
아사, 55, 178
카파, 78, 181
카차, 99, 146
카가, 44, 188
가나, 96, 162
사카, 88, 167
가나, 64, 187
타라, 90, 173
마바, 85, 177
다차, 63, 180
타파, 45, 186
바카, 78, 185
카아, 91, 180
파가, 80, 143
하차, 42, 168
차타, 76, 164
파아, 70, 158
다사, 51, 165
다다, 41, 179
